time,loss,train_time,qtty_records
15.426794290542603,1.5577694660738897,3.3295329046974076,10
21.96057963371277,0.18617788245901468,2.0398436651041267,10
28.47883367538452,0.10657508514705115,2.0613612088025546,10
34.895753622055054,0.08792931708418396,2.049221974601096,10
41.41429567337036,0.07775862222931067,2.019919411400042,10
47.944549798965454,0.07467425280016247,2.044963223399827,10
54.475608587265015,0.07143242330823438,2.0505500289989866,10
60.890544176101685,0.06258666976377994,2.072730150798452,10
67.40662002563477,0.06419392331931466,2.0223622970006545,10
73.82196354866028,0.05527901962973135,2.027680065398454,10
80.23721647262573,0.05425873756191178,2.0212708654042215,10
86.75635933876038,0.054679453762870076,2.020840242700069,10
93.27464699745178,0.05274764630839376,2.0159126405982533,10
99.68910431861877,0.051920093193314795,2.1214000086023588,10
106.20471096038818,0.049920538949898306,1.985119204298826,10
112.72725367546082,0.053221390890786625,2.238623137999093,10
119.14121437072754,0.04874202724463669,2.055133037100313,10
125.6587917804718,0.046044580189491646,2.0126048952995914,10
132.17967820167542,0.043569678186763904,1.985581587800698,10
138.5964856147766,0.0476927826611987,1.986851817900606,10
145.01128602027893,0.04578890679177604,2.006950818601763,10
151.53704071044922,0.048156258622136766,2.00287587740022,10
158.05548620224,0.049683846172592895,2.0603663650967063,10
164.7729160785675,0.04920190417256101,2.0379163804027485,10
171.30822443962097,0.04715626569895425,1.9918219084007434,10
