time,loss,train_time,qtty_records
12.515643835067749,1.6141554311702129,2.379415888874064,8
16.038554668426514,0.23696288377242655,2.4987792439991607,10
19.453481674194336,0.11662974437655832,1.0625247793723247,8
22.868086099624634,0.09676003403851371,1.9667190668027614,10
26.39311718940735,0.0886566036768368,1.1252350653758185,8
29.910348892211914,0.08427588843202867,1.9989980640020804,10
33.43901324272156,0.07242142033635326,1.0493565622509777,8
36.962135314941406,0.06695087024659427,1.9773472603978006,10
40.47756886482239,0.06412993053594332,1.0258654488716274,8
44.007543087005615,0.0692383679295553,2.005939228198258,10
47.5288827419281,0.05771982087599579,1.0878509196227242,8
51.16896152496338,0.06579084270557169,1.9740059577015927,10
54.69589424133301,0.058816469353616035,1.1371954132500832,8
58.225563764572144,0.0568139090068,2.0032717019013946,10
61.76044178009033,0.053701415126708625,1.1381828341272922,8
65.29284811019897,0.0593126539751833,2.0404447510969477,10
68.81441497802734,0.05530891260042202,1.047477718875598,8
72.35638666152954,0.05835837581919948,2.0122512758010997,10
75.87340569496155,0.056336476277123154,1.1320329082500393,8
79.40779542922974,0.053582655190209494,2.0265071818008438,10
82.81912922859192,0.05396792255948496,1.042990139376343,8
86.3336889743805,0.04901878939073845,1.9779683169006603,10
89.84889268875122,0.05155450491111927,1.0795133769988752,8
93.27709484100342,0.04911096794599201,2.0414817768003557,10
99.79673409461975,0.051922061400268595,2.011596337200899,10
