time,loss,train_time,qtty_records
12.515689611434937,2.2110597096383575,2.707227571624969,8
16.032060146331787,1.9457409977912903,2.5573241331000647,10
19.545969486236572,1.7269965905696154,1.253788291625085,8
23.06599259376526,1.6395327456295488,2.154478777599979,10
26.686706066131592,1.5705294571816923,1.2325562839999975,8
30.204277992248535,1.5316478513181213,2.1215410454000447,10
33.8244903087616,1.4903035674244167,1.220118798250212,8
37.44743728637695,1.4579460114240645,2.1712803826000253,10
40.96465086936951,1.4269500751048325,1.2140177921249915,8
44.393027782440186,1.4019999224692583,2.1286436720999062,10
47.9157989025116,1.3706162303686142,1.2226765417499337,8
51.431105852127075,1.3456474022939802,2.10520627599999,10
55.04552698135376,1.3208795769140127,1.2222270043750427,8
58.55997276306152,1.3014899339526893,2.1119881105999867,10
62.17831087112427,1.278853373415768,1.2201498511250293,8
65.80311012268066,1.2651574049144985,2.1212745603999337,10
69.42277145385742,1.2520526286214588,1.2106035587499377,8
72.95108437538147,1.23604092001915,2.126302927400002,10
76.46379828453064,1.2252943033352492,1.2220272081249846,8
79.97797274589539,1.2139285162091256,2.108742121200021,10
83.49486136436462,1.2099466202780607,1.1950214447500116,8
87.0090913772583,1.1952918576076628,2.1465839799000603,10
90.5211832523346,1.1924088677391411,1.248937361374999,8
94.0390796661377,1.1793356774374846,2.136582116499949,10
97.6633026599884,1.1741520263254643,1.2924493958749395,8
101.29758906364441,1.1657962141558527,2.1866596754999135,10
104.92915415763855,1.1657827887684107,1.207245042499835,8
108.55328631401062,1.157531520538032,2.10981863399993,10
112.07270216941833,1.1628970712423323,1.2097231254999201,8
115.59008049964905,1.1542251009494067,2.1738852867999414,10
119.10483884811401,1.1559440264478325,1.1892951758750883,8
122.61928176879883,1.1536573434248565,2.1311861713000324,10
126.23316979408264,1.1583713112398981,1.2532177019999153,8
129.8567795753479,1.1484119780361652,2.167784721499993,10
133.48798155784607,1.1583779424428942,1.2713916756250683,8
137.12138414382935,1.151334123685956,2.1331066330999873,10
140.74553799629211,1.155280493013561,1.282369937624992,8
144.16143918037415,1.1446631635539233,2.1629813655999897,10
147.6754412651062,1.1607223071157933,1.2771222747500701,8
151.18935322761536,1.150906568951905,2.1284290403999875,10
154.71136355400085,1.1624330002814531,1.2299099882501423,8
158.22611832618713,1.157623868994415,2.127097700900049,10
161.7480869293213,1.1669891895726323,1.32545293974988,8
165.37025833129883,1.158179629035294,2.152351434499951,10
169.00239968299866,1.1727022921666501,1.2864201054999285,8
172.6293272972107,1.1589793782681228,2.2010145183000076,10
176.04256510734558,1.1858817180618644,1.2346562897500348,8
179.55642867088318,1.165376551449299,2.09590180780001,10
183.07090210914612,1.1926822272129358,1.2328142988750415,8
186.59192085266113,1.17676420873031,2.1758274628000436,10
